,name,code,2016 매출,2017 매출,2018 매출,2019 매출,2020 매출,매출 증가 Check,2016 영업이익,2017 영업이익,2018 영업이익,2019 영업이익,2020 영업이익,영업이익 Check,영업이익 증가 Check,2016 ROE,2017 ROE,2018 ROE,2019 ROE,2020 ROE,ROE 평균 check,2016 배당금,2017 배당금,2018 배당금,2019 배당금,2020 배당금,배당금증가 Check,현금배당수익률,배당 checker,Unnamed: 1_level_1 매출,Unnamed: 1_level_1 영업이익,Unnamed: 1_level_1 ROE,Unnamed: 1_level_1 배당금,Unnamed: 2_level_1 매출,Unnamed: 3_level_1 매출,Unnamed: 2_level_1 영업이익,Unnamed: 3_level_1 영업이익,Unnamed: 2_level_1 ROE,Unnamed: 3_level_1 ROE,error code,2021 매출,2021 영업이익,2021 ROE,2021 배당금,Unnamed: 2_level_1 배당금,Unnamed: 4_level_1 매출,Unnamed: 5_level_1 매출,Unnamed: 4_level_1 영업이익,Unnamed: 5_level_1 영업이익,Unnamed: 4_level_1 ROE,Unnamed: 5_level_1 ROE,2015 매출,2015 영업이익,2015 ROE,2015 배당금
1105,알에스오토메이션,140670,707.0,874.0,987.0,822.0,988.0,CHECK,31.0,39.0,11.0,1.0,-16.0,False,False,16.27,9.86,2.6,0.38,-7.46,False,0.0,100.0,,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,알톤스포츠,123750,526.0,434.0,491.0,312.0,449.0,CHECK,-59.0,-132.0,-12.0,-106.0,53.0,False,False,-8.69,-51.7,-7.81,-55.55,29.7,False,0.0,,,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,알파홀딩스,117670,566.0,700.0,851.0,732.0,643.0,False,-14.0,-63.0,-61.0,-37.0,-70.0,False,False,,-22.01,-12.04,-21.13,-5.62,False,40.0,0.0,0.0,0.0,0.0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,액션스퀘어,205500,40.0,94.0,75.0,58.0,58.0,False,-114.0,-108.0,-109.0,-82.0,-19.0,False,False,-33.41,,-87.73,-56.74,-10.46,False,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,에스디생명공학,217480,1047.0,1274.0,1566.0,1563.0,1407.0,CHECK,281.0,194.0,103.0,-164.0,-37.0,False,False,53.6,17.89,6.15,-18.46,-10.04,False,0.0,150.0,0.0,,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,에스씨엠생명과학,298060,0.0,0.0,0.0,2.0,3.0,True,-40.0,-53.0,-86.0,-122.0,-161.0,False,False,76.12,22.1,150.54,306.71,-24.1,True,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,에스엔유,080000,579.0,1162.0,826.0,643.0,1019.0,CHECK,-159.0,59.0,110.0,89.0,87.0,False,False,-22.77,6.22,,6.92,4.21,False,0.0,0.0,,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,에스텍파마,041910,434.0,382.0,403.0,465.0,613.0,CHECK,28.0,29.0,15.0,38.0,80.0,True,False,5.55,3.41,7.68,15.87,10.23,False,50.0,50.0,50.0,100.0,100.0,True,0.79,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,에이루트,096690,340.0,367.0,222.0,313.0,347.0,CHECK,-110.0,-14.0,-54.0,-10.0,-26.0,False,False,,-9.35,-8.76,2.49,-23.53,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,에이스테크,088800,3221.0,3516.0,3773.0,3786.0,2108.0,False,-138.0,-145.0,132.0,27.0,-614.0,False,False,-25.47,-61.18,4.4,-11.08,-103.89,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,에이치엠씨제5호스팩,353060,,,,,0.0,True,,,,,0.0,False,True,,,,,,,,,,,,,,,,,,,,,,,,,"Traceback (most recent call last):
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 99, in checker
    roe_average = round(sum(roe) / len(roe), 2)
ZeroDivisionError: division by zero
",,,,,,,,,,,,,,,
1116,에이티세미콘,089530,893.0,1032.0,1196.0,1281.0,1295.0,True,-80.0,62.0,68.0,24.0,-94.0,False,False,-46.23,22.21,,-26.47,-80.56,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,에이프로,262260,128.0,213.0,606.0,674.0,490.0,CHECK,8.0,22.0,72.0,104.0,11.0,True,False,4.61,15.92,118.3,52.43,,True,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,엔시스,333620,,209.0,311.0,319.0,364.0,True,,4.0,43.0,37.0,74.0,True,False,,,98.91,37.43,,True,0.0,0.0,0.0,0.0,0.0,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,엔에스,217820,296.0,422.0,506.0,651.0,666.0,True,22.0,23.0,30.0,56.0,68.0,True,True,,4.21,12.64,14.5,10.41,True,50.0,0.0,75.0,80.0,0.0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,엔피디,198080,1477.0,1518.0,2594.0,3087.0,2331.0,CHECK,71.0,107.0,159.0,262.0,83.0,True,False,59.55,41.0,30.2,40.34,-7.59,True,0.0,0.0,0.0,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,엘비루셈,376190,1260.0,1290.0,1387.0,1697.0,2098.0,True,2.0,71.0,143.0,175.0,208.0,True,True,0.96,6.63,18.0,17.19,16.08,True,1456.0,0.0,0.0,0.0,0.0,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,엘앤씨바이오,290650,118.0,179.0,212.0,292.0,330.0,True,21.0,49.0,55.0,90.0,73.0,True,False,28.44,27.97,,13.11,18.64,True,0.0,0.0,0.0,33.0,50.0,True,0.14,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,엘오티베큠,083310,1241.0,2007.0,1693.0,1502.0,1712.0,CHECK,86.0,277.0,190.0,-10.0,42.0,False,False,10.72,26.09,14.45,1.51,2.39,True,0.0,47.0,29.0,0.0,50.0,False,0.26,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,엠브레인,169330,,300.0,351.0,391.0,411.0,True,,14.0,38.0,26.0,46.0,True,False,,8.86,30.18,19.16,23.53,True,,213.0,200.0,140.0,220.0,False,3.15,True,,,,,,,,,,,,438.0,62.0,20.22,280.0,,,,,,,,,,,
1125,엠투아이,347890,172.0,234.0,224.0,247.0,332.0,CHECK,31.0,61.0,52.0,67.0,108.0,True,False,11.3,17.51,13.91,16.2,20.58,True,20.0,20.0,371.0,140.0,250.0,False,2.86,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,엠플러스,259630,280.0,721.0,781.0,1043.0,1585.0,True,42.0,80.0,19.0,27.0,100.0,True,False,,22.23,4.36,,11.66,True,0.0,0.0,0.0,0.0,100.0,True,0.67,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,예스24,053280,4210.0,4568.0,5064.0,4987.0,6156.0,CHECK,12.0,-9.0,-18.0,66.0,88.0,False,False,0.86,-0.11,-7.38,0.01,0.13,False,83.0,83.0,83.0,138.0,138.0,True,1.35,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,오가닉티코스메틱,900300,1606.0,1977.0,2400.0,2996.0,3022.0,True,434.0,607.0,610.0,459.0,138.0,True,False,24.55,22.32,19.43,12.19,2.69,True,54.0,46.0,123.0,0.0,0.0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,오스테오닉,226400,66.0,85.0,91.0,112.0,126.0,True,15.0,22.0,1.0,5.0,2.0,True,False,17.74,-44.44,-36.95,1.74,-20.21,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,오하임아이엔티,309930,,,,194.0,278.0,True,,,,22.0,40.0,True,True,,,,,1.17,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,옵트론텍,082210,1381.0,1546.0,1436.0,2389.0,2067.0,CHECK,169.0,171.0,135.0,173.0,43.0,True,False,7.03,5.25,3.67,9.79,-7.51,False,0.0,0.0,30.0,30.0,0.0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,와이솔,122990,4357.0,4461.0,3662.0,3703.0,3451.0,False,430.0,526.0,548.0,400.0,185.0,True,False,22.15,23.62,18.89,10.19,0.95,True,227.0,238.0,250.0,250.0,250.0,True,1.49,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,와이아이케이,232140,677.0,1505.0,2432.0,500.0,1719.0,CHECK,99.0,194.0,329.0,-118.0,248.0,False,False,,23.73,32.6,-12.14,12.0,True,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,와이어블,065530,939.0,831.0,659.0,863.0,890.0,CHECK,100.0,56.0,21.0,35.0,44.0,True,False,8.68,5.29,1.38,2.96,4.28,False,50.0,50.0,50.0,50.0,50.0,True,1.11,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,우리산업홀딩스,072470,3209.0,3328.0,3870.0,3782.0,3547.0,False,237.0,169.0,122.0,74.0,118.0,True,False,6.59,2.1,1.41,0.14,1.54,False,50.0,50.0,50.0,25.0,30.0,False,0.52,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,우양,103840,832.0,957.0,1074.0,1179.0,1331.0,True,-4.0,30.0,67.0,60.0,65.0,False,False,-12.49,6.42,20.42,13.26,11.43,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,원방테크,053080,1330.0,1580.0,1603.0,2284.0,3269.0,True,151.0,182.0,191.0,193.0,217.0,True,True,12.03,15.11,15.6,13.0,11.52,True,268.0,268.0,0.0,0.0,312.0,False,1.89,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,원익홀딩스,030530,2949.0,4820.0,5002.0,4508.0,6460.0,CHECK,404.0,763.0,785.0,616.0,867.0,True,False,39.15,11.35,10.83,4.42,9.68,True,0.0,0.0,,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,위메이드맥스,101730,315.0,322.0,288.0,305.0,379.0,CHECK,-40.0,-83.0,-127.0,-110.0,-52.0,False,False,-2.47,-16.53,-93.92,-91.98,-65.69,False,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,유니트론텍,142210,1484.0,1773.0,2346.0,2836.0,2914.0,True,85.0,53.0,63.0,102.0,62.0,True,False,28.22,9.64,17.73,7.26,3.2,True,150.0,70.0,80.0,100.0,50.0,False,0.7,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,유성티엔에스,024800,4407.0,4336.0,3930.0,3581.0,2941.0,False,161.0,131.0,56.0,74.0,35.0,True,False,4.9,7.48,7.08,11.61,22.19,True,10.0,15.0,15.0,15.0,15.0,True,0.51,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,유에스티,263770,506.0,502.0,496.0,524.0,507.0,CHECK,47.0,52.0,34.0,38.0,56.0,True,False,11.46,12.85,2.87,5.64,9.89,False,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,유진스팩6호,373340,,,,,,True,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,"Traceback (most recent call last):
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 99, in checker
    roe_average = round(sum(roe) / len(roe), 2)
ZeroDivisionError: division by zero
",,,,,,,,,,,,,,,
1144,이루온,065440,526.0,349.0,483.0,494.0,478.0,CHECK,5.0,-4.0,13.0,10.0,23.0,False,False,-6.79,-8.88,3.5,1.58,5.97,False,0.0,0.0,,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,이엔에프테크놀로지,102710,3317.0,3870.0,4254.0,4810.0,4866.0,True,451.0,453.0,356.0,596.0,682.0,True,False,16.41,15.9,14.05,18.9,16.06,True,50.0,100.0,100.0,150.0,150.0,True,0.31,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,이엘피,063760,309.0,456.0,508.0,373.0,289.0,False,114.0,182.0,152.0,31.0,27.0,True,False,,40.41,24.7,5.98,3.59,True,0.0,0.0,79.0,63.0,63.0,False,1.14,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,이엠앤아이,083470,1244.0,968.0,185.0,74.0,102.0,False,-20.0,-25.0,-7.0,-32.0,-25.0,False,False,-6.71,-109.8,581.97,-201.97,-72.69,True,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,이큐셀,160600,,606.0,1127.0,907.0,472.0,False,,19.0,49.0,-259.0,-115.0,False,False,,1.98,14.11,-181.03,-411.13,False,,0.0,0.0,0.0,0.0,True,,False,,,,,,,,,,,,376.0,-14.0,-2.8,,,,,,,,,,,,
1149,이트론,096040,242.0,156.0,85.0,290.0,413.0,CHECK,-23.0,2.0,-44.0,-23.0,4.0,False,False,-23.27,-3.76,-13.36,,-13.31,False,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,잉글우드랩,950140,792.0,871.0,1188.0,1333.0,1372.0,True,70.0,-89.0,-3.0,67.0,79.0,False,False,-0.56,-20.54,-10.08,3.85,5.06,False,0.0,0.0,0.0,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,자안코스메틱,219550,500.0,637.0,542.0,481.0,304.0,False,100.0,108.0,53.0,-18.0,-85.0,False,False,46.98,21.71,11.8,,-44.66,False,0.0,1890.0,0.0,0.0,0.0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,제너셈,217190,178.0,277.0,260.0,387.0,419.0,CHECK,-25.0,-38.0,-63.0,31.0,-10.0,False,False,-6.33,-26.43,-44.07,19.24,-6.32,False,0.0,0.0,0.0,50.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,제노레이,122310,383.0,445.0,563.0,651.0,617.0,CHECK,46.0,62.0,110.0,147.0,111.0,True,False,24.66,26.45,27.35,25.32,16.13,True,0.0,0.0,101.0,135.0,120.0,False,1.23,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,제로투세븐,159580,2163.0,1843.0,1563.0,2136.0,1410.0,False,-63.0,-25.0,-34.0,112.0,6.0,False,False,-19.03,-52.23,-14.11,13.7,-0.85,False,0.0,0.0,,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,제룡전기,033100,399.0,477.0,425.0,452.0,442.0,CHECK,-43.0,-12.0,28.0,57.0,38.0,False,False,-5.15,-1.11,5.83,10.4,6.14,False,50.0,50.0,50.0,50.0,50.0,True,0.95,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,제주맥주,276730,,17.0,75.0,73.0,216.0,False,-10.0,-51.0,-64.0,-95.0,-44.0,False,False,,-37.6,-55.79,,,False,0.0,0.0,0.0,0.0,0.0,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,젬백스,082270,284.0,479.0,472.0,427.0,657.0,CHECK,-62.0,-14.0,-7.0,-84.0,14.0,False,False,-41.42,-20.67,-11.9,-91.99,1.44,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,지란지교시큐리티,208350,199.0,436.0,543.0,615.0,624.0,True,28.0,97.0,31.0,35.0,-24.0,False,False,-13.25,,5.04,6.25,-3.04,False,85.0,50.0,60.0,0.0,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,지엔코,065060,1218.0,1432.0,1464.0,1559.0,1282.0,False,11.0,100.0,-253.0,-76.0,-73.0,False,False,-5.0,-11.31,-28.91,-22.71,-23.2,False,0.0,,,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,참존글로벌,158310,52.0,135.0,49.0,69.0,12.0,False,-60.0,-3.0,-54.0,-95.0,-79.0,False,False,-42.61,-26.71,-51.66,-564.75,428.36,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,칩스앤미디어,094360,137.0,91.0,141.0,161.0,154.0,CHECK,28.0,-15.0,20.0,36.0,24.0,False,False,13.02,-8.34,9.6,14.91,5.96,False,73.0,0.0,55.0,117.0,50.0,False,0.41,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,컴퍼니케이,307930,177.0,85.0,149.0,169.0,186.0,CHECK,130.0,53.0,82.0,108.0,128.0,True,False,74.95,18.1,25.75,22.88,17.98,True,136.0,0.0,0.0,160.0,190.0,False,2.81,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,케이사인,192250,321.0,265.0,237.0,260.0,353.0,CHECK,54.0,-51.0,19.0,38.0,50.0,False,False,10.27,-8.82,-0.93,7.0,7.41,False,20.0,10.0,0.0,0.0,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,케이씨에스,115500,258.0,293.0,333.0,395.0,305.0,False,11.0,12.0,32.0,34.0,25.0,True,False,5.87,6.83,14.21,14.1,9.93,True,70.0,90.0,200.0,220.0,220.0,True,3.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,케이아이엔엑스,093320,442.0,473.0,563.0,646.0,704.0,True,78.0,92.0,132.0,165.0,178.0,True,True,11.4,11.75,19.55,20.1,15.63,True,120.0,220.0,400.0,500.0,500.0,True,0.7,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,켐온,217600,154.0,155.0,195.0,209.0,248.0,True,21.0,-5.0,6.0,19.0,24.0,False,False,8.65,-5.22,2.51,5.42,4.18,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,켐트로스,220260,357.0,435.0,444.0,438.0,435.0,CHECK,42.0,55.0,38.0,26.0,13.0,True,False,17.21,4.29,16.68,0.7,3.32,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,코세스,089890,279.0,409.0,655.0,656.0,638.0,CHECK,-33.0,50.0,109.0,77.0,95.0,False,False,-28.8,112.67,51.64,25.95,22.76,True,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,코엔텍,029960,551.0,613.0,722.0,711.0,708.0,CHECK,155.0,186.0,293.0,284.0,310.0,True,False,14.16,13.6,17.86,16.0,16.79,True,25.0,25.0,400.0,540.0,510.0,False,5.41,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,콜마비앤에이치,200130,2560.0,3376.0,3864.0,4389.0,6069.0,True,362.0,488.0,585.0,741.0,1092.0,True,True,26.21,30.94,25.89,23.84,27.88,True,130.0,160.0,200.0,250.0,320.0,True,0.62,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,쿠콘,294570,,147.0,259.0,412.0,514.0,True,,22.0,35.0,62.0,112.0,True,True,,,22.95,31.46,36.49,True,0.0,0.0,0.0,0.0,0.0,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,큐브엔터,182360,195.0,244.0,345.0,298.0,369.0,CHECK,-57.0,2.0,19.0,10.0,5.0,False,False,-27.22,-5.93,6.78,5.75,-0.75,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,크리스에프앤씨,110790,2043.0,2810.0,2579.0,2595.0,2924.0,CHECK,305.0,463.0,436.0,377.0,498.0,True,False,28.13,,20.69,11.77,16.91,True,0.0,300.0,280.0,400.0,740.0,False,2.85,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,타이거일렉,219130,280.0,334.0,337.0,351.0,436.0,True,11.0,47.0,24.0,15.0,59.0,True,False,2.58,10.02,5.34,3.77,9.63,False,,,,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,티로보틱스,117730,491.0,704.0,665.0,516.0,664.0,CHECK,34.0,64.0,56.0,-40.0,35.0,False,False,-71.41,130.72,,-10.37,-3.45,True,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,티비씨,033830,388.0,422.0,406.0,493.0,353.0,False,18.0,27.0,26.0,52.0,29.0,True,False,2.62,2.97,3.21,5.13,3.36,False,10.0,10.0,10.0,16.0,10.0,False,0.92,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,티엘아이,062860,774.0,672.0,485.0,420.0,367.0,False,-10.0,-40.0,-190.0,3.0,-79.0,False,False,-0.99,-3.84,-26.55,4.8,-8.89,False,100.0,120.0,0.0,100.0,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,파라다이스,034230,6949.0,6680.0,7876.0,9794.0,4539.0,False,658.0,-300.0,24.0,519.0,-862.0,False,False,5.33,-1.86,-1.86,1.19,-9.8,False,300.0,100.0,100.0,100.0,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,파인텍,131760,871.0,1223.0,659.0,779.0,813.0,False,61.0,79.0,4.0,36.0,-58.0,False,False,-16.61,-50.43,-44.57,0.2,-57.81,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,파크시스템스,140860,245.0,329.0,418.0,520.0,712.0,True,35.0,60.0,57.0,80.0,150.0,True,False,15.2,15.95,16.78,21.14,20.43,True,50.0,80.0,100.0,120.0,180.0,True,0.19,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,펩트론,087010,31.0,32.0,39.0,18.0,31.0,CHECK,-36.0,-48.0,-79.0,-127.0,-176.0,False,False,-9.06,-8.67,-7.92,-48.42,-34.94,False,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,포스코 ICT,022100,8669.0,9506.0,9271.0,9698.0,9642.0,CHECK,522.0,561.0,421.0,481.0,261.0,True,False,10.4,10.83,-9.26,11.13,2.36,False,50.0,75.0,50.0,50.0,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,폴라리스우노,114630,390.0,388.0,445.0,424.0,489.0,CHECK,53.0,14.0,9.0,11.0,53.0,True,False,0.52,-1.49,-3.52,-0.72,2.6,False,150.0,200.0,100.0,100.0,100.0,False,2.42,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,폴라리스웍스,123010,288.0,142.0,92.0,54.0,81.0,False,0.0,-31.0,-40.0,-58.0,-40.0,False,False,-4.18,-28.41,-53.13,-113.42,-24.02,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,풍국주정,023900,968.0,1076.0,1205.0,1214.0,1180.0,CHECK,115.0,113.0,134.0,105.0,112.0,True,False,8.66,12.56,8.47,5.95,5.98,False,227.0,270.0,200.0,160.0,180.0,False,0.86,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,퓨쳐켐,220100,16.0,30.0,56.0,82.0,110.0,True,-39.0,-45.0,-73.0,-54.0,-49.0,False,False,-378.42,,-54.83,-38.87,-84.72,False,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,프리시젼바이오,335810,49.0,44.0,46.0,62.0,87.0,CHECK,-18.0,-22.0,-28.0,-26.0,-17.0,False,False,-50.98,-111.13,-789.04,-8.28,-20.41,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,피씨디렉트,051380,2081.0,2274.0,2401.0,2786.0,3135.0,True,28.0,29.0,48.0,57.0,69.0,True,True,5.02,10.54,10.57,10.89,15.7,True,20.0,50.0,100.0,100.0,150.0,True,1.33,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,피엔에이치테크,239890,47.0,50.0,60.0,71.0,85.0,True,-20.0,-17.0,-20.0,-5.0,-13.0,False,False,-59.39,-35.7,-27.59,223.76,117.77,True,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,피엔케이피부임상연구센타,347740,,83.0,100.0,125.0,147.0,True,,43.0,46.0,57.0,72.0,True,True,,,27.4,26.58,16.77,True,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,피플바이오,304840,,,1.0,9.0,5.0,False,,-20.0,-38.0,-41.0,-46.0,False,False,,,-99.56,-98.6,-76.03,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,하나마이크론,067310,2523.0,3658.0,4799.0,4982.0,5395.0,True,-180.0,411.0,534.0,453.0,510.0,False,False,-21.67,5.09,1.05,-1.7,-11.81,False,0.0,0.0,60.0,50.0,0.0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,하나머티리얼즈,166090,613.0,1029.0,1652.0,1548.0,2007.0,CHECK,111.0,235.0,494.0,409.0,531.0,True,False,24.52,30.56,35.33,20.86,22.82,True,0.0,125.0,250.0,200.0,300.0,False,1.05,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,하이로닉,149980,155.0,181.0,203.0,155.0,130.0,False,3.0,17.0,0.0,22.0,12.0,False,False,1.66,1.85,-0.67,7.4,7.72,False,10.0,3.0,3.0,56.0,49.0,False,0.94,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,하이소닉,106080,323.0,401.0,201.0,132.0,98.0,False,-52.0,-9.0,-62.0,-58.0,-53.0,False,False,-28.84,-38.1,-1106.35,771.92,-79.27,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,한국유니온제약,080720,475.0,508.0,547.0,513.0,504.0,False,63.0,79.0,78.0,8.0,-108.0,False,False,25.36,14.2,,0.71,-14.75,False,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,한송네오텍,226440,474.0,620.0,383.0,215.0,193.0,False,33.0,88.0,16.0,8.0,4.0,True,False,33.3,52.08,-19.13,1.95,,True,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,한일사료,005860,3100.0,2992.0,3078.0,3435.0,3316.0,CHECK,66.0,-9.0,21.0,44.0,34.0,False,False,3.83,2.92,0.56,-3.85,3.46,False,25.0,25.0,25.0,25.0,25.0,True,1.42,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,헝셩그룹,900270,1992.0,2008.0,2004.0,2212.0,1435.0,False,385.0,390.0,345.0,439.0,50.0,True,False,19.43,15.32,10.82,12.56,1.83,True,52.0,31.0,,,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,현대에이치티,039010,878.0,1174.0,1273.0,1046.0,1037.0,False,107.0,176.0,201.0,105.0,86.0,True,False,25.42,28.9,25.22,13.6,10.89,True,130.0,200.0,300.0,300.0,350.0,True,4.31,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,협진,138360,242.0,241.0,193.0,188.0,31.0,False,30.0,4.0,-58.0,2.0,-28.0,False,False,-4.38,-13.73,-89.11,-0.17,-19.46,False,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
